name,label
img_hod_001472.jpg,1
img_hod_001477.jpg,1
img_hod_001482.jpg,1
img_hod_001484.jpg,1
img_hod_001488.jpg,1
img_hod_001490.jpg,1
img_hod_001491.jpg,1
img_hod_001494.jpg,1
img_hod_001518.jpg,1
img_hod_001519.jpg,1
img_hod_001524.jpg,1
img_hod_001527.jpg,1
img_hod_001528.jpg,1
img_hod_001529.jpg,1
img_hod_001530.jpg,1
img_hod_001532.jpg,1
img_hod_001535.jpg,1
img_hod_001537.jpg,1
img_hod_001540.jpg,1
img_hod_001542.jpg,1
img_hod_001543.jpg,1
img_hod_001544.jpg,1
img_hod_001546.jpg,1
img_hod_001549.jpg,1
img_hod_001552.jpg,1
img_hod_001563.jpg,1
img_hod_001564.jpg,1
img_hod_001571.jpg,1
img_hod_001573.jpg,1
img_hod_001575.jpg,1
img_hod_001584.jpg,1
img_hod_001585.jpg,1
img_hod_001588.jpg,1
img_hod_001601.jpg,1
img_hod_001602.jpg,1
img_hod_001604.jpg,1
img_hod_001609.jpg,1
img_hod_001610.jpg,1
img_hod_001611.jpg,1
img_hod_001612.jpg,1
img_hod_001614.jpg,1
img_hod_001617.jpg,1
img_hod_001618.jpg,1
img_hod_001619.jpg,1
img_hod_001620.jpg,1
img_hod_001621.jpg,1
img_hod_001622.jpg,1
img_hod_001623.jpg,1
img_hod_001626.jpg,1
img_hod_001627.jpg,1
VOC2007_459.jpg,0
VOC2007_468.jpg,0
VOC2007_480.jpg,0
VOC2007_481.jpg,0
VOC2007_484.jpg,0
VOC2007_490.jpg,0
VOC2007_505.jpg,0
VOC2007_511.jpg,0
VOC2007_514.jpg,0
VOC2007_532.jpg,0
VOC2007_542.jpg,0
VOC2007_562.jpg,0
VOC2007_563.jpg,0
VOC2007_565.jpg,0
VOC2007_568.jpg,0
VOC2007_573.jpg,0
VOC2007_575.jpg,0
VOC2007_580.jpg,0
VOC2007_589.jpg,0
VOC2007_594.jpg,0
VOC2007_595.jpg,0
VOC2007_613.jpg,0
VOC2007_622.jpg,0
VOC2007_630.jpg,0
VOC2007_636.jpg,0
VOC2007_651.jpg,0
VOC2007_654.jpg,0
VOC2007_657.jpg,0
VOC2010_100.jpg,0
VOC2010_125.jpg,0
VOC2010_130.jpg,0
VOC2010_131.jpg,0
VOC2010_147.jpg,0
VOC2010_151.jpg,0
VOC2010_158.jpg,0
VOC2010_16.jpg,0
VOC2010_18.jpg,0
VOC2010_2.jpg,0
VOC2010_22.jpg,0
VOC2010_25.jpg,0
VOC2010_32.jpg,0
VOC2010_4.jpg,0
VOC2010_6.jpg,0
VOC2010_64.jpg,0
VOC2010_68.jpg,0
VOC2010_69.jpg,0
VOC2010_71.jpg,0
VOC2010_86.jpg,0
VOC2010_94.jpg,0
VOC2010_99.jpg,0
